nome;vendedor;Avaliação;reviews;preco_antigo;preco_atual
Notebook Gamer ASUS TUF Gaming A15, Ryzen 7, RTX 2050, 8GB RAM, 512GB SSD, Tela 15.6 IPS 144Hz, Linux KeepOS, Graphite Black - FA506NFR-HN069;;4.8;167;;4.199
Case Compatível Com Base Inferior Inferior Novo Para;;;;259.0;246.0
Notebook Positivo Vision C14 Lumina BAR Celeron 4GB 128GB eMMC Tela 14 Polegadas HD Antirreflexo Windows 11 Tecla Link Cinza;Positivo;4.6;4697;1.799;1.399
Capa Traseira Compatível Com Latitude 3330;;;;221.0;210.0
Notebook VAIO FE15 Intel Core i5 12ªgen 8GB 512GB SSD Tela 15,6'' Full HD Antirreflexo Linux - Cinza Grafite - VJFE54F11XB2321H;Eshop;4.8;82;4.95;2.948
Notebook Lenovo Ideapad 1 15amn7 Amd Ryzen 3 7320u 8gb 256gb Ssd Windows 11 15.6 - 82x5000mbr Cloud Grey;Lenovo;5.0;3;2.449;2.159
Capa Traseira Lcd Compatível 5cb1f09912, Nova Para Ideapad;;;;200.0;190.0
Notebook Asus Vivobook Go Core I3 N305 4gb 256ssd W11 Fhd;Mercado Livre;4.7;657;2.599;2.329
Módulo De Cpu Compatível Com Ventilador De Resfriamento;;;;185.0;176.0
Notebook VAIO FE16 AMD Ryzen 5-5625U Windows 11 Home 16GB RAM 512GB SSD Wi-Fi 6 Tela 16” IPS Full HD WUXGA Antirreflexo Cinza Grafite Vjfe69f11xb0721h - Permite upgrade de memória RAM e SSD;Positivo;5.0;4;4.887;3.849
Notebook Acer Aspire 15 Ag15-51p-39mu Ci3 8gb 256gb Ssd Led Ips W11;Mercado Livre;5.0;6;4.004;2.699
Compatível Cubierta Frontal Lcd 0f3whn For Pantalla;;;;162.0;154.0
Laptop Dell Inspiron i15-i1300-M50P 15.6 Full HD de 13ª geração RAM 16 GB Core i5 Cor Preto;;4.9;87;5.2;4.784
"Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837";2Eletro;4.4;42;6.998;4.899
Notebook Hp Probook 440 G7 I7 10a 16gb 256gb Nvidia Mx130 2g Prateado (Recondicionado);;;;;2.499
Notebook Lenovo T480 Core I5-8ªth 16gb Ssd 240gb Tela Hd Cor Black - Excelente (Recondicionado);;;;;1.839
"Notebook Lenovo Ideapad Intel Celeron - N4020, 4GB RAM, 128SSD, Windows 11 Home C/office, Tela Led 15,6"", Cor Cinza - 82VX0001BR";Eletro2U;4.7;1896;2.499;1.799
Notebook Dell Latitude 3420 I7 11a Ge 32gb Ram 256gb Nvme Preto (Recondicionado);;;;2.9;2.755
"Notebook ASUS Vivobook Go E1504FA AMD Ryzen 5 7520U 8GB Ram 256GB SSD Windows 11 Tela 15,6"" FHD Black - NJ825W";Mercado Livre;4.8;166;2.999;2.668
Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza;Positivo;4.5;559;2.099;1.399
Notebook Lenovo Ideapad 1 15iru7 Intel Core i3-1315u 8gb 256gb Ssd Linux 15.6 - 83qjs00000 Cloud Grey;Lenovo;;;2.499;2.189
Compatível Novo For Legion 5 Pro-16ach6h Maiúsculas;;;;259.0;246.0
Notebook Gamer Rog Strix G16 Core I9 16gb 512ssd W11 Rtx 4060 Cor Cinza Asus;Mercado Livre;4.8;71;12.5;10.2
Apple Macbook air 13 M4 16gb Ram 256gb Ssd Meia-noite;;5.0;5;;7.295
Compatível Com 5cb1f36618 Para Ideapad 1-15ada7 1 15amn7 Lcd;;;;117.0;111.0
Notebook Lenovo Ideapad 1 Ryzen 5 - 7520u 8gb 512gb Ssd Linux 15.6 82X5S00500;Lenovo;4.8;1195;2.699;2.379
Notebook Asus Vivobook 15 X1504va Intel Core I5 1334u 16gb Ram 512gb Ssd Linux Keepos Intel Iris Xe Tela 15,6 Led Fhd Blue - Nj1746;Asus;4.9;54;3.699;2.831
Apple Macbook Pro A2141 Core I9 9 Gen 16gb 1tb Ssd Cinza Cinza (Recondicionado);;;;6.833;6.491
Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto;Dell;4.8;47;4.739;4.399
Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza;Positivo;4.5;559;2.099;1.399
Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza;Positivo;4.7;230;2.199;1.499
Notebook Asus Vivobook 15 X1504va Intel Core I5 1334u 16gb Ram 512gb Ssd Linux Keepos Intel Iris Xe Tela 15,6 Led Fhd Blue - Nj1746;Asus;4.9;54;3.699;2.831
Apple Macbook Pro A2141 Core I9 9 Gen 16gb 1tb Ssd Cinza Cinza (Recondicionado);;;;6.833;6.491
Compatível Nova Cubierta Superior 0djp76 Para Latitude 3520;;;;211.0;200.0
Notebook Lenovo Core I7 10th 16gb Ram 256gb Ssd Windows 11 Preto (Recondicionado);;5.0;1;;2.39
"Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD";Vaio;4.8;134;4.799;3.449
Notebook Dell Core I5 8th 16 Gb Ddr4 240 Gb Ssd M2 Full Hd;Tech Forte;;;2.599;2.105
Notebook HP 256R G9 Intel Core i5-1334U 15.6 HD Intel UHD 256GB SSD 16GB RAM Windows 11 Home 64 PLS SL - BQ9L2AT#AK4;HP;5.0;2;4.754;3.324
"Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD";Vaio;4.8;134;4.799;3.449
"Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey";NegociuN;5.0;2;4.089;3.329
Notebook Vaio Fe15 - Intel Core I3 12th, 8gb 256gb Ssd, Tela 15,6'' Full Hd Antirreflexo, Linux - Vjfe54f11x-b0921h - Cinza Grafite;Eshop;4.7;22;3.9;2.499
Compatível 5cb0s95395, Novo Para Thinkpad L14 Gen 1,;;;;174.0;165.0
Notebook Acer TMP214-55-59VU Intel® Core™ i5 1335U de 13ª geração 8GB 512GB SSD W11 Pro 14”;Acer Brasil;4.9;13;7.999;3.799
Capa Traseira Lcd Compatível 0141g5 Para Latitude 5410;;;;221.0;210.0
Notebook Acer Aspire 58md Ci5 13°g W11 Home  512ssd 8gb Ram Verde-escuro;Acer Brasil;4.9;8;3.999;3.199
Notebook Lenovo Ideapad 1 Ryzen 3 7320U 4gb 256gb SSD Linux 15.6 HD 82x5s00600;Lenovo;4.7;308;;1.934
Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 16gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto;Positivo;4.6;57;3.899;2.699
"Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837";2Eletro;4.4;42;6.998;4.899
Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto;2Eletro;4.3;7;4.11;2.999
Notebook Lenovo Ideapad 1 15amn7 Amd Ryzen 5 7520u 8gb 512gb Ssd Windows 11 15.6 - 82x5000nbr Cloud Grey;Lenovo;4.8;6;2.899;2.554
Notebook Lenovo Ideapad Slim 3 Intel Core I5 8gb 512gb Linux;Lenovo;5.0;82;3.199;2.964
"Notebook Vaio Fe16 Amd Ryzen 5-5625u Windows 11 Home 12gb RAM 512gb Ssd Wi-fi 6 Tela 16"" Ips Wuxga Antirreflexo - Cinza Grafite Vjfe69f11x-b1221h - Permite upgrade de memória RAM e SSD";NegociuN;5.0;29;4.446;3.424
Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Linux 15.6 - 83mes00000 Luna Grey;Lenovo;4.9;139;5.099;4.474
Notebook HP 256R G9 Intel Core i5-1334U 15.6 HD Intel UHD 256GB SSD 16GB RAM Windows 11 Home 64 PLS SL - BQ9L2AT#AK4;HP;5.0;2;4.754;3.324
Notebook Dell Inspiron I15-i120k-a35p I5 16gb 1tb 15.6 W11;Dell;4.8;2321;4.399;4.105
Compatível Com Caixa Minúscula 5cb0y99468 Para Ideapad;;;;211.0;200.0
Notebook Asus Vivobook Go E1504ga Intel Core I3 N305 8gb Ram 512gb Ssd Linux Keepos Tela 15,6 Fhd Silver - Nj438;Fast Shop;4.8;170;;2.392
"Notebook EliteBook 840 G1 14"" preto/cinza 256GB SSD - Intel Core i5 - Excelente (Recondicionado)";;;;1.599;1.103
Notebook Lenovo Ideapad Slim 3 Intel Core I5 16gb 512gb W11;Lenovo;4.7;28;3.799;3.519
Macbook Air de 13 polegadas chip SSD M4 de 256 GB azul celeste azul;;4.9;17;;8.199
"Notebook Vaio fe16 amd ryzen 5-5625u linux 12gb 512gb ssd tela 16"" ips wuxga antirreflexo cinza grafite vjfe69f11x-b1211h memória expansível até 64gb";Eshop;4.8;45;3.849;3.069
Notebook Lenovo Thinkpad T480 I5 8a 32gb Ram Ssd 480gb Ssd Preto (Recondicionado);;;;;2.599
Notebook Asus Vivobook 16 Intel Core I7 1355U 16GB RAM 1TB SSD Windows 11 Home Tela 16 Fhd Cool Silver – X1605VA-MB764W;Mercado Livre;4.8;173;5.199;4.919
"Notebook Positivo Vision I15 Intel Core I3-N300 8GB 256GB SSD Windows 11 Home 15"" FHD Preto - Lumina Bar";NegociuN;4.7;233;3.104;2.519
Notebook Asus Vivobook Go 15 E1504fa Amd Ryzen 5 7520u 4gb Ram 256gb Ssd Linux Keepos Tela 15,6 Fhd Black - Nj1287;Asus;4.7;154;2.199;1.82
"Notebook TUF Gaming F16, Intel Core i7 13a geração, NVIDIA RTX™ 4050, 8GB, 512GB SSD, KeepOS, 16"" LED FHD+, Mecha Gray ASUS";Mercado Livre;5.0;2;9.499;7.299
Notebook Hp Core I5 11th 16gb Ram 256gb Ssd Hdmi Wifi Win11 Prateado (Recondicionado);;5.0;2;;2.499
Keycaps Pbt Laranja Compatíveis, 106 Teclas, Moldagem;;;;40.0;38.0
Notebook Lenovo Lenovo V14 Amd Ryzen 3 8gb 256gb W11pro;Lenovo;5.0;1;3.099;2.729
Compatível Com G15 5530 Rpl, 115 W, 12 V, Ventilador;;;;536.0;509.0
"Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 32gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11xb0221h - - Permite upgrade de memória RAM e SSD";Vaio;4.8;66;5.099;3.999
Nova Tampa De Base Inferior Compatível Para Precision 16;;;;395.0;375.0
Teclado Para Jogos De 2 Teclas Compatível;;;;105.0;100.0
Alto-falantes De Substituição Compatíveis Com Latitude;;;;83.0;79.0
Notebook Dell Latitude 5420 I7-1185g7 16gb 256gb 14hd W10pro - Excelente (Recondicionado);;;;;2.79
Tampa Inferior Do Alojamento Inferior Compatível;;;;362.0;344.0
Caixa Inferior Compatível + Tampa De Base;;;;357.0;339.0
Base Inferior Compatível N02327-001 Para X360 830 G8 G9;;;;351.0;334.0
Teclado De Silicone Espanhol Compatível Dobrável Com Cabo;;;;96.0;91.0
Notebook Dell I5 16gb Ram 512gb Ssd Nvme Usado Preto (Recondicionado);;;;;2.3
"Notebook Inspiron I16-U7155H-A10 16"" prateado 16GB de Ram - 1TB SSD - Intel Core Ultra 7";Dell;5.0;4;10.399;9.702
Notebook Acer Aspire 15 555Q Intel Ci5 13gen 8gb 256ssd W11;Mercado Livre;4.8;645;4.372;2.699
Compatível Nueva Cubierta Lcd De Tapa Trasera Para Inspiron;;;;287.0;272.0
Capa De Lcd Compatível Com V14 G2-alc V14 G2-itl;;;;284.0;269.0
Notebook Aspire Go Ag15-71p-5939 Ci5 8gb 256gb Ssd Led Tn W11 Acer;Mercado Livre;;;4.637;2.999
Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto;Dell;4.8;47;4.739;4.399
Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza;Positivo;4.5;559;2.099;1.399
Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza;Positivo;4.7;230;2.199;1.499
Notebook Aspire Go Ag15-71p-5939 Ci5 8gb 256gb Ssd Led Tn W11 Acer;Mercado Livre;;;4.637;2.999
Tampa De Dobradiça Lcd Compatível Com Vostro 3510 3515;;;;70.0;66.0
Keycaps Diy Compatíveis, 140 Teclas, Layout;;;;285.0;271.0
Novo Compatível Para Inspiron 16plus 7620 7625 Base;;;;259.0;246.0
Compatível Com Lcd G15 5510 5511, Capa Traseira, Capa;;;;227.0;216.0
Novo Compatível Com Inspiron 14pro 5420 5425;;;;249.0;236.0
Notebook HP 256R G9 Intel Core i5-1334U 15.6 HD Intel UHD 256GB SSD 16GB RAM Windows 11 Home 64 PLS SL - BQ9L2AT#AK4;HP;5.0;2;4.754;3.324
"Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD";Vaio;4.8;134;4.799;3.449
"Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey";NegociuN;5.0;2;4.089;3.329
Tampa De Base Inferior Compatível Para 240 G10;;;;249.0;236.0
Compatível Com 02w5gy, Novo Para Latitude 7450, Carcaça;;;;248.0;236.0
Apoio Para As Mãos Caixa Superior De Inspiron 14plus 7420;;;;248.0;236.0
Nova Capa Traseira Compatível Com Lcd Latitude 7340;;;;247.0;234.0
Compatível Com Latitude 7440, Apoio Para As Mãos, Caixa;;;;238.0;226.0
Capa Traseira Para Ideapad Flex 3 Chrome 15ijl7 Lcd;;;;238.0;226.0
Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 16gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto;Positivo;4.6;57;3.899;2.699
"Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837";2Eletro;4.4;42;6.998;4.899
Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto;2Eletro;4.3;7;4.11;2.999
Capa Traseira Nova Compatível L96483-001 Para Pavilion X360;;;;232.0;220.0
Notebook Hp 250r G9 Intel Core I5 1335u 8gb 256gb Ssd 15.6 W11 Pro Ay6w3la;2Eletro;4.2;22;4.999;2.999
Compatível 1 Peça Usb Pedal Control Triple Switch Pc;;;;220.0;209.0
Notebook Asus Tuf Gaming F16 Fx608jhr Nvidia Rtx 5050 Intel Core I7 14650hx 16gb Ram 512gb Ssd Windows 11 Home Tela 16 165hz Nível Ips Cinza - Rv016w;Asus;4.8;13;10.999;8.97
Tampa De Base Inferior Nova Compatível Com M21370-001;;;;205.0;195.0
"Notebook Lenovo IdeaPad 1i Intel Core i3-1215U 4GB 256GB SSD Linux 14"" 83AFS00500";;4.8;6087;;2.499
Compatível Teclado Mecánico 61 Claclas Backilalta Eje;;;;196.0;186.0
Compatível Funda De Pantalla Lcd Plata Para Ideapad;;;;194.0;185.0
Nova Capa Traseira Compatível Com Lcd Thinkpad E580 E590;;;;189.0;179.0
Compatível Com Latitude 5300 Lcd, Capa Traseira, Capa;;;;189.0;179.0
Compatível 01lw152, Nova Capa De Tela Lcd Para;;4.2;5;189.0;179.0
Nova Caixa Inferior Compatível Com Latitude 3440 0jpx35;;;;189.0;179.0
Caixa Traseira De Tela Lcd Compatível 02hk963 Para;;;;183.0;174.0
Compatível L23174-001 Novo Para 14-ck 14-cm 14-cs Caixa;;;;183.0;174.0
Novo Compatível Para Thinkpad E580 E585 E580c, Base;;;;183.0;174.0
Capa De Moldura Compatível 5b30s19002 Para Ideapad 3-17itl6;;;;178.0;169.0
Apple Macbook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD) - Cinza-espacial;;4.9;1063;;5.288
Gabinete Inferior Compatível Com Probook 640 G4 640 G5;;;;173.0;164.0
Modelo De Reballing De Cpu Universal Diagonal Compatível;;;;171.0;163.0
Compatível 0vfxm0 Para G15 5511 5510 5515 Lcd, Tampa;;;;243.0;231.0
Notebook Acer Nitro V15 ANV15-51-58AZ Core I5-13420h 8gb 512gb Rtx 3050 Cor Preto;Mercado Livre;4.8;1476;7.398;4.699
"Notebook ASUS Vivobook 15 M1502YA AMD Ryzen 7 5825U 16GB Ram 512GB SSD Linux KeepOS 15,6"" FHD Cool Silver - NJ612";Asus;5.0;6;3.899;2.963
Novo Compatível Para Inspiron 15 G15 5510 5511 5515 Lcd;;;;238.0;226.0
Notebook Dell Latitude 5420 I5 11° Ge 16gb Ssd 256gb W10 Pro Cinza (Recondicionado);;;;;2.299
"Notebook ASUS Vivobook 15 X1504VA Intel Core i5 1334U 16Gb Ram 1TB SSD Linux KeepOS Intel Iris Xe Tela 15,6"" LED FHD Silver NJ2247";Asus;4.5;15;3.799;3.247
Notebook Acer Aspire 5 A15-51M-54E6 / Intel Core™ i5-13420H de 13ª Geração / 8GB / 512SSD / Windows 11 Home / 15.6” Full HD;TCN;4.8;553;4.202;3.298
Capa Compatível Com Moldura 0gck6r Para Latitude 15 3510;;;;156.0;149.0
Compatível Cubierta Frontal Lcd 5b30z38964 Para Thinkpad;;;;156.0;149.0
Compatível Com 5cb1b96445 Para V15 G2-itl -alc V15 G3 Iap;;;;210.0;199.0
Notebook Lenovo Thinkpad E14 Intel Core I5 10ª 16gb Ram 256gb Ssd M2 Windows 11 Pro - Bom (Recondicionado);;;;;2.067
Caixa De Metal Compatível Com Dobradiça 5b30y89276 Para;;;;145.0;137.0
Ventoinha De Cpu Compatível Com Vivibook X420u Cooling 4;;;;144.0;137.0
Notebook Asus Vivobook 15 M1502ya Amd Ryzen 7 5825u 16gb Ram 512gb Ssd Windows 11 Home Tela 15.6 Led Fhd Silver - Nj655w;Asus;4.8;31;4.499;3.906
Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto;2Eletro;4.3;7;4.11;2.999
"Notebook ASUS TUF Gaming F15 Intel Core i7 13620H RTX4060 16GB RAM 512GB SSD Windows 11 Home Tela 165Hz Nivel IPS 15,6"" FHD Mecha Gray - FX507VV-HQ333W";Mercado Livre;4.8;27;11.499;9.889
Painel De Toque Preto Compatível Com Thinkpad E14 Gen 2 Gen;;;;129.0;123.0
Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto;Dell;4.8;47;4.739;4.399
Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza;Positivo;4.5;559;2.099;1.399
Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza;Positivo;4.7;230;2.199;1.499
Painel De Toque Preto Compatível Com Thinkpad E14 Gen 2 Gen;;;;129.0;123.0
Capa Compatível Para Dobradiças Lcd 15s-du -dy 15-dw,;;;;118.0;112.0
Novo Compatível Com Thinkpad T490 T14 Gen 1 P43s P14s Lcd;;;;118.0;112.0
10.1 Inch Portable Netbook Actions S500 1.5 Ghz Arm;;;;;735.0
"Notebook ASUS Vivobook 15, Intel Core i5 12a geração, 8GB, 256GB SSD, 15,6"" LED FHD, Quiet Blue";Mercado Livre;5.0;7;3.249;2.767
Controle Compatível, Funções Sem Fio, Controle Remoto Air;;;;102.0;97.0
Notebook HP 256R G9 Intel Core i5-1334U 15.6 HD Intel UHD 256GB SSD 16GB RAM Windows 11 Home 64 PLS SL - BQ9L2AT#AK4;HP;5.0;2;4.754;3.324
"Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD";Vaio;4.8;134;4.799;3.449
"Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey";NegociuN;5.0;2;4.089;3.329
Compatível Com 1 Par De Alto-falantes Internos Integrados;;;;100.0;95.0
Compatível Com Conjunto De Teclado Mecânico De 3;;;;98.0;93.0
Novo Painel De Toque Compatível Com Elitebook X360 830 G5;;;;108.0;102.0
Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto;Dell;4.8;47;4.739;4.399
Notebook Lenovo Ideapad 1 R3-7320U 4GB de RAM 256GB SSD W11 Home 15.6 82x5000ebr;Miranda;4.8;1195;2.606;2.241
Novo Estojo Inferior 2 Em 1 Compatível Com Envy X360;;;;292.0;277.0
Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 16gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto;Positivo;4.6;57;3.899;2.699
"Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837";2Eletro;4.4;42;6.998;4.899
Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto;2Eletro;4.3;7;4.11;2.999
Novo Compatível Para Conjunto De Alto-falantes Integrados;;;;80.0;76.0
Alto-falantes Integrados Compatíveis Com Laptop;;;;92.0;88.0
Compatível Com Jogos G16 7620 7625, Tampa Com Borda De;;;;183.0;174.0
Tampa De Plugue De Porta De Silicone De Borracha 35x;;;;76.0;72.0
Placa Óptica De Parede Compatível 6 Portas Hd Cat6 Usb C;;;;72.0;68.0
Notebook Lenovo V14 G4 Amd Ryzen 5 7520u 8gb 256gb Dos 14;Lenovo;4.1;7;2.599;2.289
Notebook Acer Aspire 5 Ryzen 7 15.6 Radeon 512gb 8gb Linux;;4.9;1156;;2.83
Notebook Gamer Rog Strix G16 G615jpr Nvidia Rtx 5070 Intel Core I9 14900hx 32gb Ram 1tb Ssd Windows 11 Home Tela 16 240hz Led Cinza - S5001w;NVIDIA;;;19.999;17.999
Compatível Com 3 Capas De Privacidade Para Webcam;;;;62.0;59.0
Novo Ventilador Compatível Para Y570 Y570n Y570p Y570nt De;;;;68.0;64.0
"Notebook ASUS Vivobook 15 M1502YA AMD Ryzen 7 5825U 16GB Ram 1TB SSD Linux KeepOS 15,6"" FHD Cool Silver - NJ613";;4.5;8;3.699;3.181
Porta De Placa Adaptadora De 4 Canais Compatível;;;;333.0;317.0
"Notebook Acer Aspire 5 Intel Core I5 - 12450H 8GB RAM 256GB SSD Windows 11 Home Tela 15,6"" Full HD A515-57-55B8 Bivolt";EFACIL;4.8;8130;3.408;3.086
Cabo Argb Compatível Para Pc, Placa-mãe, 5 V, 3 Pinos,;;;;53.0;50.0
Teclado Compatível Chocolate Cool Keycaps, 114 Teclas, Pbt,;;;;49.0;46.0
Caixa Traseira De Tela Lcd 2 Em 1 Compatível Com Envy;;;;281.0;267.0
Teclado Compatível Com 2 Teclas, 1 Controle De Videogame,;;;;49.0;46.0
Novo Compatível Com Inspiron 16plus 7640 7645;;;;265.0;252.0
Conector Adaptador De Cabo De Alimentação Compatível;;;;43.0;41.0
Teclado De Laptop De Substituição Compatível Com 86 Teclas;;;;42.0;40.0
Notebook Lenovo Ideapad 1 Intel Core I3 8gb 512gb W11 15.6;Lenovo;5.0;1;2.999;2.629
Placa-mãe De Mesa Compatível Gh110 Ddr4 1000 2500;;;;1.235;1.173
Notebook Asus Tuf Gaming F16 Fx607vj Nvidia Rtx 3050 Intel Core 5 210h 16gb Ram 512gb Ssd Windows 11 Home Tela 16 Nível Ips 144hz Cinza - Rl007w;NVIDIA;5.0;6;7.299;5.552
Placa-mãe De Desktop Compatível Com Memória Ddr3, Placa;;;;239.0;227.0
Compatível Ventilador De Refrigeração Tv Cpu Para Hu7580;;;;36.0;34.0
Notebook Dell Latitude 5450 Ultra 5 125u 16gb 512gb Ssd Cor Cinza;Mercado Vendeu;;;;6.201
Notebook Positivo Vision C14 Intel® Celeron® Linux 4GB 128GB eMMC 14” HD Lumina BAR – Cinza;Positivo;4.6;4697;1.849;1.199
Notebook Asus Vivobook Go E1504GA Intel Core I3 N305 4Gb Ram 256Gb Ssd Linux Keepos Tela 15,6 Fhd Silver - Nj447;Asus;4.7;581;2.399;1.985
Caixa Superior Compatível Com Apoio Para As Mãos Elitebook;;;;211.0;200.0
Compatível Altavoz Incorporado For Legion S7 16iah7 S7;;;;102.0;97.0
Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 32gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto;Positivo;4.6;56;4.299;3.299
Notebook Asus Vivobook 16 X1607qa Snapdragon X1 26 100 16gb Ram 1tb Ssd Windows 11 Home Tela 16 Fhd Silver - Mb092w;Asus;;;5.799;4.698
Compatível Novo For Legion 5 Pro-16ach6h, Tapa Con;;;;118.0;112.0
Capa Base Cinza Compatível Para Ideapad 3 15iil05 3 15are05,;;;;194.0;185.0
Nova Caixa Inferior Compatível Para Latitude 3520 0kd56j;;;;194.0;185.0
Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 8gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto;Positivo;4.8;10;3.599;2.599
Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto;Dell;4.8;47;4.739;4.399
Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza;Positivo;4.5;559;2.099;1.399
Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza;Positivo;4.7;230;2.199;1.499
Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 8gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto;Positivo;4.8;10;3.599;2.599
Chromebook Lenovo 100e Intel Celeron N4500 4gb 32gb;Lenovo;4.9;11;;1.484
Novo Case Compatível Com Dobradiça Legion 5-15imh05h;;;;124.0;118.0
Notebook Asus Vivobook 15 M1502ya Amd Ryzen 7 5825u 8gb Ram 512gb Ssd Linux Keepos 15,6 Fhd Cool Silver - Nj611;Asus;5.0;12;3.499;2.554
Cabo De Toque Compatível Para Thinkpad X1 Carbon 10th 11th;;;;113.0;107.0
"MacBook Pro A2141 16"" cinza-espacial 1TB SSD - Intel Core i9 - Excelente (Recondicionado)";;;;;5.5
Notebook HP 256R G9 Intel Core i5-1334U 15.6 HD Intel UHD 256GB SSD 16GB RAM Windows 11 Home 64 PLS SL - BQ9L2AT#AK4;HP;5.0;2;4.754;3.324
"Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD";Vaio;4.8;134;4.799;3.449
